name,sex,breed,color
Felhõ,male,Unknown Mix,white
Brumi,male,Unknown Mix,black
Inez,female,Unknown Mix,spotty
Pánki,female,Unknown Mix,black and brown
Hurka,male,Dachshund Mix,black and tan
Brumi,male,Unknown Mix,black
Floky,male,Unknown Mix,gray and white
Felhõ,male,Unknown Mix,white
Dodzso,male,Unknown Mix,yellow-brown
Bors,female,Unknown Mix,saddle back
Hurka,male,Dachshund Mix,black and tan
Manó,female,Unknown Mix,black and brown
Bocskor,female,Unknown Mix,black
Odin,male,Labrador Retriever Mix,black
Hurka,male,Dachshund Mix,black and tan
Manó,female,Unknown Mix,brown
Lédi,female,Unknown Mix,black and tan
Pánki,female,Unknown Mix,black and brown
Manó,female,Unknown Mix,black and brown
Pipa,male,Dachshund Mix,tricolor
Egres,male,Unknown Mix,white
Szutyi,female,Unknown Mix,black
Fickó,male,Unknown Mix,brown
Kira,female,Unknown Mix,black and tan
Kleó,female,Unknown Mix,black
Sanci,male,Unknown Mix,black and tan
Foltoska,male,Unknown Mix,spotty
Kicsi,female,Unknown Mix,apricot
Ödön,male,Dachshund Mix,yellow-brown
Lili,female,Labrador Retriever Mix,white
Néró,male,Puli Mix,black
Matyi,male,Jagd Terrier Mix,saddle back
Limbo,female,Unknown Mix,spotty
Frici,male,Hound Mix,black and brown
Rexi,male,German Shepherd Dog Mix,black and tan
Manó,female,Unknown Mix,brown
Fleki,female,Unknown Mix,brown
Kocka,female,Unknown Mix,apricot
Juli,female,Unknown Mix,black and brown
Banán,male,Unknown Mix,brown
Picúr,female,Dachshund Mix,brown and white
Kifli,female,Unknown Mix,black and white
Pötyi,male,Unknown Mix,gray and black
Buksi,male,Unknown Mix,black
Éber,female,Unknown Mix,apricot
Pletyka,female,German Shepherd Dog Mix,black and tan
Fibi,male,German Shepherd Dog Mix,black and brown
Ánizs,female,Unknown Mix,black
Fityisz,male,Unknown Mix,brown
Zsömi,female,Unknown Mix,golden
Csabi,male,Unknown Mix,apricot
Joda,female,Unknown Mix,black
Centi,female,Unknown Mix,black and white
Sári,female,Unknown Mix,striped
Fodor,female,Unknown Mix,spotty
Manci,female,Unknown Mix,golden
Labanc,male,German Shepherd Dog Mix,black and tan
Majrés,female,Unknown Mix,apricot
Vacak,male,Dachshund Mix,brown
Õzgida,female,Unknown Mix,brown
Gömbike,male,German Pointer Mix,apricot
Piri,female,German Shepherd Dog Mix,black and white
Bobi,male,Unknown Mix,brown and white
Pulika,male,Puli,black
Bendegúz,male,Unknown Mix,black
Meli,female,Unknown Mix,black
Casper,male,Unknown Mix,spotty
Steffi,female,Dachshund Mix,black and brown
Mûvésznõ,female,"Puli, Pumi Mix",black
Tapi,male,Komondor,white
Barni,male,Vizsla Mix,brown
Dolli,female,German Shepherd Dog Mix,black and tan
Dagi,male,Unknown Mix,black
Sonja,female,Unknown Mix,striped
Szuzi,female,Rottweiler Mix,black and tan
Nudli,male,Russian Laikas Mix,saddle back
Botond,male,Unknown Mix,white
Samu,male,Unknown Mix,wild boar
Nozzi,male,Scotch Collie Mix,saddle back
Blacky,male,Unknown Mix,black
Nomád,male,German Shepherd Dog Mix,sable
Öcsike,male,German Shepherd Dog Mix,sable
Kolli,male,Collie Mix,tricolor
Dale,male,Bernese Mountain Dog Mix,black and brown
Fleki,female,Unknown Mix,gray
Szatyor,male,Unknown Mix,brown
Pajti,female,Unknown Mix,white
Cápa,male,Unknown Mix,black and brown
Frici,male,Hound Mix,black and tan
Õzgida,female,Unknown Mix,brown
Balu,male,Unknown Mix,wild boar
Kicsi,female,Unknown Mix,brown
Borzas,male,Puli Mix,gray
Peti,male,Hound Mix,brown
Picúr,female,Dachshund Mix,black
Rokkó,male,Unknown Mix,wild boar
Marcipán,male,Unknown Mix,saddle back
Kocka,female,Unknown Mix,spotty
Kicsikék,male,German Shepherd Dog Mix,apricot
Schwarzi,male,Unknown Mix,black and tan
Kira,female,Unknown Mix,striped
Gömbi,male,German Pointer,dotted
Totó,male,Mudi Mix,black
Dorka,female,Unknown Mix,black
Bundás,male,Rottweiler Mix,black and brown
Cipõke,female,Mudi Mix,gray
Szuzi,female,German Shepherd Dog Mix,apricot
Maca,female,Dachshund Mix,spotty
Joda,female,Unknown Mix,striped
Sacika,female,Unknown Mix,striped
Abigél,female,Puli Mix,black
Tata,male,Unknown Mix,black
Bundás,male,Unknown Mix,spotty
Manci,female,Unknown Mix,yellow-brown
Csabi,male,Unknown Mix,gray and white
Samu,male,Dachshund Mix,red
Picur,male,Unknown Mix,white
Gombóc,male,Unknown Mix,spotty
Pötyi,male,Unknown Mix,black and white
Dolly És Lédi,female,Hound Mix,black and brown
Jagd,male,Jagd Terrier,black and tan
Gesztenye,male,Staffordshire Terrier Mix,saddle back
Indi,male,German Shepherd Dog Mix,black
Farkas,male,"German Shepherd Dog, Labrador Retriever Mix",black
Jessica,female,"Great Dane, Staffordshire Terrier Mix",yellow-brown
Törpösök,female,German Shepherd Dog Mix,black and brown
Didó,male,Dachshund Mix,black and tan
Kobold,male,Hound Mix,brown
Görni,male,Unknown Mix,saddle back
Szaffi,female,Unknown Mix,gray and white
Barnus,male,Unknown Mix,yellow-brown
Leo,male,German Shepherd Dog Mix,black and tan
Lujza,female,Unknown Mix,yellow-brown
Lüszi,female,Unknown Mix,black and brown
Baba,female,Unknown Mix,brown and white
Cooper,male,German Shepherd Dog Mix,saddle back
Janka,female,German Shepherd Dog Mix,brown
Békási  Bagira,male,German Shepherd Dog Mix,tricolor
Alfa,male,Unknown Mix,saddle back
Robi,male,Unknown Mix,black and brown
Zara,female,German Shepherd Dog Mix,black and tan
Kedves,male,Unknown Mix,black and brown
Barni,male,Unknown Mix,black and brown
Szüzi,female,Hound Mix,black and tan
Tigris,male,Staffordshire Terrier Mix,black and brown
Kandúr,male,Unknown Mix,yellow-brown
Apostol,male,"German Shepherd Dog, Siberian Husky Mix",black and white
Black,male,German Shepherd Dog Mix,black
Cézár,male,Unknown Mix,apricot
Bleki,male,"Hungarian Vizsla, Labrador Retriever Mix",black and brown
Burma,male,"German Shepherd Dog, Labrador Retriever Mix",black
Panna,female,Schnauzer Mix,black
Ricsi,male,Belgian Sheepdog Mix,black and brown
Buck,male,Dachshund Mix,brown
Atos,male,German Pointer Mix,black and white
Bácsi,male,German Shepherd Dog Mix,black and brown
Lupo,male,Labrador Retriever Mix,black
Janka,female,Hound Mix,black and brown
Alfonz,male,Unknown Mix,red
Döme,male,German Shepherd Dog,sable
Richard,male,German Shepherd Dog Mix,black
Tila,male,Unknown Mix,black
Ludmilla,female,Great Dane Mix,spotty
Kicsi,female,German Pointer Mix,gray and black
Natacsi,male,"Dachshund, Setter Mix",black and tan
Mamka,female,Unknown Mix,black
Töki,male,Unknown Mix,black and tan
Bubó,male,"German Shepherd Dog, Siberian Husky Mix",black and brown
Bandita,male,Unknown Mix,black and tan
Kavics,male,"Giant Schnauzer, Pumi Mix",gray and black
Tangó,male,German Pointer Mix,black
Bogyó,male,Staffordshire Terrier Mix,yellow-brown
Feri,male,German Pointer Mix,spotty
L I N A,female,German Shepherd Dog,saddle back
Morgó,male,Unknown Mix,yellow-brown
Csillag,male,Unknown Mix,black and white
Dadus,female,Unknown Mix,yellow-brown
Cola,female,"Caucasian Ovtcharka, Rottweiler Mix",saddle back
Berci,male,Staffordshire Terrier Mix,black
Mikrobi,male,Unknown Mix,black and white
Dukát,male,"Pointer, Setter Mix",dotted
Pajti,female,Unknown Mix,black and brown
Zsanett,female,Unknown Mix,black
Bubu,male,Unknown Mix,black and brown
Szendy,female,Unknown Mix,black
Tücsök,female,Unknown Mix,tricolor
Báró,male,Unknown Mix,black
Labi És Dobi,female,Unknown Mix,brown
Fõnök,male,German Shepherd Dog Mix,black and tan
Pancsi,female,Unknown Mix,black and brown
Sába,female,Labrador Retriever Mix,black
Pongó,male,Dalmatian Mix,black and white
Böbe,female,Unknown Mix,black and tan
Sajó,male,Schnauzer Mix,gray and white
Szemi,female,Unknown Mix,sable
Bakfitty,male,German Shepherd Dog Mix,black and tan
Vadóc,female,Hound Mix,brown and white
Bojtár,male,Unknown Mix,black
Maszat,male,German Shepherd Dog Mix,black and tan
Cézár,male,"Fox Terrier, German Shepherd Dog Mix",black
Rudi,male,Unknown Mix,black and white
Hörbi,male,Unknown Mix,tricolor
Szamóca,male,German Shepherd Dog Mix,wild boar
Hamvas,male,Puli Mix,white
Tupír,female,Unknown Mix,black and brown
Trampli,male,Unknown Mix,saddle back
Eper,female,Spaniel Mix,black and tan
Mona,female,Unknown Mix,sable
Polly,female,German Shepherd Dog Mix,sable
Kajla,male,German Shepherd Dog Mix,yellow-brown
Erik,male,"German Shepherd Dog, Rottweiler Mix",black and tan
Pirinyó,male,Miniature Schnauzer Mix,black
Fifi,female,German Shepherd Dog Mix,sable
Dante .,male,Bullmastiff Mix,yellow
Tina,female,Unknown Mix,black and brown
Lexi,male,Unknown Mix,red
Radar,female,Unknown Mix,black
Vita,male,German Shepherd Dog Mix,sable
Frici,male,Unknown Mix,red
Csipet Csapat,female,Puli Mix,black
Fickó,male,Puli,black
Zokni,male,German Shepherd Dog Mix,black
Géza És Rexi,male,German Shepherd Dog Mix,gray
Ricsi,male,Spitz,red
Picur,female,Labrador Retriever Mix,black
Roni,male,Labrador Retriever Mix,black
Rexi,male,German Shepherd Dog Mix,saddle back
Zénó,male,German Shepherd Dog Mix,sable
Jucus,female,German Shepherd Dog Mix,black and tan
Troy,male,Pointer Mix,brown and white
Kira,female,Unknown Mix,white
Pongo,male,"Beagle, Dachshund Mix",tricolor
Brutus,male,Unknown Mix,black
Maggie,female,"German Dog, Labrador Retriever Mix",black
Diego,male,Dachshund Mix,red
Bobó,male,"German Shepherd Dog, Labrador Retriever Mix",yellow-brown
Lea,female,"English Bloodhound, German Shepherd Dog Mix",tricolor
Patty,female,Unknown Mix,sable
Kormi,male,German Shepherd Dog Mix,black
Fifi,female,German Shepherd Dog Mix,sable
Kitty,female,Kuvasz,white
Roy,male,Dalmatian Mix,dotted
Lucky,female,Unknown Mix,black and brown
Mázli,male,Terrier Mix,red
Barbara,female,Unknown Mix,black and brown
Kormi,male,Unknown Mix,black
Yuki,male,German Shepherd Dog Mix,red
Kari,female,"German Pointer, Pointer Mix",black and white
Gyöck,male,Unknown Mix,black
Kavics,male,Pumi Mix,striped
Oleg,male,Unknown Mix,saddle back
Pötyi,female,"German Pointer, Greyhound, Pointer Mix",black and white
Tündér,female,Labrador Retriever Mix,apricot
Fodri,male,Unknown Mix,yellow-brown
Csibi,female,Staffordshire Terrier Mix,striped
Konrád,male,Unknown Mix,black
Kölni,male,Unknown Mix,black and brown
Kedves,male,"German Shepherd Dog, Hound Mix",sable
